food_id,user,name,description,image_url,calories,is_for_breakfast,is_for_lunch,is_for_afternoon_tea,is_for_dinner,is_for_supper,tags,created_at,updated_at
34,1,"西多士","炸吐司片夹花生酱，淋糖浆或炼奶","https://placehold.co/100x100/FFDA6B/A0522D?text=西多士",400,True,False,True,False,False,"下午茶,港式,甜点,高热量","2023-10-27 10:33:00","2023-10-27 10:33:00"
35,1,"菠萝包","酥皮面包，港式茶餐厅经典","https://placehold.co/100x100/FFEF8A/D2691E?text=菠萝包","250/个",True,False,True,False,False,"下午茶,港式,面包,点心","2023-10-27 10:34:00","2023-10-27 10:34:00"
36,1,"蛋挞","酥皮或牛油皮包裹蛋奶馅烤制","https://placehold.co/100x100/FFFACD/FFA500?text=蛋挞","180/个",False,False,True,False,True,"下午茶,甜点,港式,点心","2023-10-27 10:35:00","2023-10-27 10:35:00"
37,1,"曲奇饼干","黄油曲奇或巧克力曲奇","https://placehold.co/100x100/F5DEB3/8B4513?text=曲奇饼干","80/块",False,False,True,False,True,"下午茶,零食,甜点,西式","2023-10-27 10:36:00","2023-10-27 10:36:00"
38,1,"小蛋糕","奶油纸杯蛋糕","https://placehold.co/100x100/FFC0CB/800080?text=小蛋糕","200/个",False,False,True,False,False,"下午茶,甜点,西式,庆生","2023-10-27 10:37:00","2023-10-27 10:37:00"
39,1,"水果沙拉","多种新鲜水果混合","https://placehold.co/100x100/98FB98/32CD32?text=水果沙拉",120,True,True,True,True,True,"健康,轻食,素食,维生素","2023-10-27 10:38:00","2023-10-27 10:38:00"
40,1,"绿豆糕","清凉解暑的中式传统糕点","https://placehold.co/100x100/90EE90/006400?text=绿豆糕","150/块",False,False,True,False,False,"下午茶,中式,糕点,夏季","2023-10-27 10:39:00","2023-10-27 10:39:00"
41,1,"杨枝甘露","芒果、西柚、西米露制作的港式甜品","https://placehold.co/100x100/FFFF00/FF8C00?text=杨枝甘露",250,False,False,True,False,True,"甜点,港式,下午茶,夏季","2023-10-27 10:40:00","2023-10-27 10:40:00"
42,1,"珍珠奶茶","红茶/绿茶加牛奶和珍珠（木薯粉圆）","https://placehold.co/100x100/DEB887/4A3B31?text=珍珠奶茶","350/杯",False,False,True,False,True,"饮品,下午茶,台式,流行","2023-10-27 10:41:00","2023-10-27 10:41:00"
43,1,"咖啡","美式/拿铁/卡布奇诺","https://placehold.co/100x100/6F4E37/FFFFFF?text=咖啡","10-150",True,False,True,False,False,"饮品,提神,西式,日常","2023-10-27 10:42:00","2023-10-27 10:42:00"
44,1,"麻婆豆腐","豆腐加肉末、豆瓣酱、花椒等烧制，麻辣鲜香","https://placehold.co/100x100/FF0000/FFFFFF?text=麻婆豆腐",280,False,True,False,True,False,"川菜,经典,下饭,家常","2023-10-27 10:43:00","2023-10-27 10:43:00"
45,1,"宫保鸡丁","鸡丁、花生米、干辣椒炒制，酸甜辣咸鲜","https://placehold.co/100x100/D2691E/FFFFF0?text=宫保鸡丁",350,False,True,False,True,False,"川菜,经典,下饭,家常","2023-10-27 10:44:00","2023-10-27 10:44:00"
46,1,"鱼香肉丝","肉丝、木耳、笋丝等炒制，咸甜酸辣兼备，鱼香味浓","https://placehold.co/100x100/CD5C5C/FFFFF0?text=鱼香肉丝",320,False,True,False,True,False,"川菜,经典,下饭,家常","2023-10-27 10:45:00","2023-10-27 10:45:00"
47,1,"红烧肉","五花肉加酱油冰糖慢炖，色泽红亮，入口即化","https://placehold.co/100x100/A52A2A/FFE4C4?text=红烧肉",550,False,True,False,True,False,"家常菜,经典,下饭,硬菜","2023-10-27 10:46:00","2023-10-27 10:46:00"
48,1,"扬州炒饭","米饭与虾仁、火腿、鸡蛋、青豆等同炒，色彩丰富，味道鲜美","https://placehold.co/100x100/FFD700/000000?text=扬州炒饭",380,False,True,False,True,True,"主食,炒饭,经典,淮扬菜","2023-10-27 10:47:00","2023-10-27 10:47:00"
49,1,"小笼包","皮薄馅大，汤汁鲜美，江南名点","https://placehold.co/100x100/F5F5F5/A0522D?text=小笼包","60/个",True,True,True,True,True,"点心,江南小吃,早餐,汤包","2023-10-27 10:48:00","2023-10-27 10:48:00"
50,1,"肉夹馍","腊汁肉夹入白吉馍中，陕西名小吃","https://placehold.co/100x100/DEB887/8B4513?text=肉夹馍",350,True,True,True,False,True,"陕西小吃,主食,街头美食","2023-10-27 10:49:00","2023-10-27 10:49:00"
51,1,"煎饼果子","绿豆面糊摊饼，加鸡蛋、薄脆、酱料、葱花香菜","https://placehold.co/100x100/F4A460/A0522D?text=煎饼果子",380,True,True,False,False,False,"早餐,北方小吃,街头美食","2023-10-27 10:50:00","2023-10-27 10:50:00"
52,1,"肉包","发面蒸包，鲜肉馅料","https://placehold.co/100x100/FFEBCD/A52A2A?text=肉包","200/个",True,True,False,False,False,"包点,早餐,中式,主食","2023-10-27 10:51:00","2023-10-27 10:51:00"
53,1,"全麦面包","健康选择，富含纤维","https://placehold.co/100x100/D2B48C/803E04?text=全麦面包","70/片",True,True,True,False,False,"早餐,健康,西式,主食","2023-10-27 10:52:00","2023-10-27 10:52:00"
54,1,"炒肝","猪肝、猪肠为主料，勾芡蒜蓉的北京小吃","https://placehold.co/100x100/8B4513/FFFFFF?text=炒肝",250,True,False,False,False,False,"早餐,北京小吃,特色","2023-10-27 10:53:00","2023-10-27 10:53:00"
55,1,"疙瘩汤","面疙瘩与蔬菜鸡蛋煮成的汤食，暖胃易消化","https://placehold.co/100x100/F0E68C/8B4513?text=疙瘩汤",180,True,True,False,True,True,"北方菜,汤食,家常,主食","2023-10-27 10:54:00","2023-10-27 10:54:00"
56,1,"南瓜粥","南瓜与大米熬制，香甜软糯","https://placehold.co/100x100/FFA500/FFF8DC?text=南瓜粥",120,True,True,True,True,True,"粥品,健康,素食,养生","2023-10-27 10:55:00","2023-10-27 10:55:00"
57,1,"可颂面包","黄油起酥面包，外酥内软","https://placehold.co/100x100/FFE4B5/C04000?text=可颂面包",300,True,False,True,False,False,"面包,西式,早餐,下午茶","2023-10-27 10:56:00","2023-10-27 10:56:00"
58,1,"松饼/华夫饼","配枫糖浆、水果或奶油","https://placehold.co/100x100/FFDEAD/964B00?text=松饼",350,True,False,True,False,False,"早餐,西式,甜点,下午茶","2023-10-27 10:57:00","2023-10-27 10:57:00"
59,1,"回锅肉","五花肉先煮后炒，配蒜苗豆瓣酱，肥而不腻","https://placehold.co/100x100/8B0000/FFEBCD?text=回锅肉",480,False,True,False,True,False,"川菜,经典,下饭,家常","2023-10-27 10:58:00","2023-10-27 10:58:00"
60,1,"酸菜鱼","鲜鱼片与酸菜同煮，酸辣开胃","https://placehold.co/100x100/90EE90/FFFFFF?text=酸菜鱼",300,False,True,False,True,True,"川菜,经典,汤菜,下饭","2023-10-27 10:59:00","2023-10-27 10:59:00"
61,1,"水煮牛肉","牛肉片加蔬菜，麻辣红油汤底，肉嫩味浓","https://placehold.co/100x100/DC143C/FFFFF0?text=水煮牛肉",500,False,True,False,True,False,"川菜,经典,大菜,麻辣","2023-10-27 11:00:00","2023-10-27 11:00:00"
62,1,"糖醋里脊","里脊肉炸后裹糖醋汁，外酥内嫩，酸甜适口","https://placehold.co/100x100/FF6347/FFFFF0?text=糖醋里脊",400,False,True,False,True,False,"家常菜,经典,酸甜,儿童喜爱","2023-10-27 11:01:00","2023-10-27 11:01:00"
63,1,"生煎包","底部金黄酥脆，肉馅鲜嫩多汁，上海特色小吃","https://placehold.co/100x100/FFFFE0/D2691E?text=生煎包","150/个",True,True,False,True,True,"点心,上海小吃,早餐,煎点","2023-10-27 11:02:00","2023-10-27 11:02:00"
64,1,"热干面","碱水面拌芝麻酱、香油、榨菜等，武汉特色","https://placehold.co/100x100/DAA520/800000?text=热干面",450,True,True,False,False,False,"面食,武汉小吃,早餐,特色","2023-10-27 11:03:00","2023-10-27 11:03:00"
65,1,"兰州拉面","手工拉面配牛肉清汤、萝卜、香菜蒜苗，西北风味","https://placehold.co/100x100/F0E68C/006400?text=兰州拉面",400,True,True,False,True,True,"面食,西北菜,清真,汤面","2023-10-27 11:04:00","2023-10-27 11:04:00"
66,1,"羊肉泡馍","硬馍掰小块，加羊肉汤、粉丝、木耳等煮制，西安名吃","https://placehold.co/100x100/D2B48C/8B4513?text=羊肉泡馍",500,False,True,False,True,False,"西北菜,西安小吃,主食,特色","2023-10-27 11:05:00","2023-10-27 11:05:00"
67,1,"大盘鸡","鸡块、土豆、青椒、皮带面等炖煮，新疆风味","https://placehold.co/100x100/FFA07A/8B0000?text=大盘鸡","600/份",False,True,False,True,False,"新疆菜,硬菜,大份,特色","2023-10-27 11:06:00","2023-10-27 11:06:00"
68,1,"羊肉串","羊肉块串签炭烤，孜然辣椒调味","https://placehold.co/100x100/D2691E/A0522D?text=羊肉串","80/串",False,False,True,True,True,"烧烤,夜宵,小吃,肉类","2023-10-27 11:07:00","2023-10-27 11:07:00"
69,1,"咕噜肉","猪肉块炸后与菠萝、青红椒、酸甜汁同炒","https://placehold.co/100x100/FF7F50/FFFFFF?text=咕噜肉",420,False,True,False,True,False,"粤菜,经典,酸甜,家常","2023-10-27 11:08:00","2023-10-27 11:08:00"
70,1,"清炒时蔬","当季新鲜蔬菜简单清炒，健康清淡","https://placehold.co/100x100/90EE90/006400?text=清炒时蔬",100,False,True,False,True,True,"素菜,健康,家常,清淡","2023-10-27 11:09:00","2023-10-27 11:09:00"
71,1,"客家酿豆腐","豆腐中填入肉馅，煎或蒸或焖，客家特色","https://placehold.co/100x100/FFF8DC/A52A2A?text=客家酿豆腐",250,False,True,False,True,False,"客家菜,特色,家常,下饭","2023-10-27 11:10:00","2023-10-27 11:10:00"
72,1,"海南鸡饭","白切鸡配鸡油饭、辣椒酱、姜蓉，东南亚风味","https://placehold.co/100x100/FAFAD2/D2691E?text=海南鸡饭",500,False,True,False,True,False,"东南亚菜,主食,鸡肉,特色","2023-10-27 11:11:00","2023-10-27 11:11:00"
73,1,"拍黄瓜","黄瓜拍裂后加蒜蓉、醋、香油等凉拌，清爽开胃","https://placehold.co/100x100/98FB98/808000?text=拍黄瓜",80,False,True,True,True,True,"凉菜,素食,开胃,家常","2023-10-27 11:12:00","2023-10-27 11:12:00"
74,1,"口水鸡","鸡肉煮熟切块，淋上麻辣红油酱汁，川菜凉菜","https://placehold.co/100x100/FF4500/FFFFF0?text=口水鸡",300,False,True,False,True,False,"川菜,凉菜,麻辣,开胃","2023-10-27 11:13:00","2023-10-27 11:13:00"
75,1,"绿豆沙","绿豆煮烂成沙，加糖调味，清热解暑","https://placehold.co/100x100/90EE90/006400?text=绿豆沙",150,False,False,True,False,True,"甜品,中式,夏季,养生","2023-10-27 11:14:00","2023-10-27 11:14:00"
76,1,"红豆沙","红豆煮烂成沙，加糖或陈皮调味，香甜可口","https://placehold.co/100x100/FFB6C1/8B0000?text=红豆沙",180,False,False,True,False,True,"甜品,中式,养生,滋补","2023-10-27 11:15:00","2023-10-27 11:15:00"
77,1,"糖水蛋","冰糖水煮荷包蛋，简单滋润的广式糖水","https://placehold.co/100x100/FFFFE0/FFA500?text=糖水蛋",150,True,False,True,False,True,"糖水,粤式,甜品,滋补","2023-10-27 11:16:00","2023-10-27 11:16:00"
78,1,"姜撞奶","热牛奶冲入姜汁凝固而成，辛辣香甜，暖胃","https://placehold.co/100x100/FFF8DC/D2691E?text=姜撞奶",160,False,False,True,False,True,"甜品,粤式,特色,养生","2023-10-27 11:17:00","2023-10-27 11:17:00"
79,1,"砵仔糕","粘米粉、黄糖等蒸制，口感弹韧，传统小吃","https://placehold.co/100x100/F5DEB3/8B4513?text=砵仔糕","120/个",False,False,True,False,False,"糕点,粤式,小吃,传统","2023-10-27 11:18:00","2023-10-27 11:18:00"
80,1,"龙须糖","麦芽糖拉成细丝，包裹花生芝麻等馅料，入口即化","https://placehold.co/100x100/FFFFFF/A9A9A9?text=龙须糖","50/个",False,False,True,False,False,"甜点,中式,传统,小吃","2023-10-27 11:19:00","2023-10-27 11:19:00"
81,1,"糖葫芦","山楂等水果裹糖稀，酸甜可口，北方冬季常见","https://placehold.co/100x100/FF0000/FFFF00?text=糖葫芦","150/串",False,False,True,False,False,"小吃,北方,传统,甜点","2023-10-27 11:20:00","2023-10-27 11:20:00"
82,1,"驴打滚儿","黄米面或糯米面包豆沙馅，外滚黄豆面，北京小吃","https://placehold.co/100x100/FFFF00/A0522D?text=驴打滚儿","180/块",False,False,True,False,False,"小吃,北京,传统,糕点","2023-10-27 11:21:00","2023-10-27 11:21:00"
83,1,"萨其马","面条炸后用糖浆粘合，松软香甜，满族点心","https://placehold.co/100x100/FFD700/8B4513?text=萨其马","200/块",False,False,True,False,False,"点心,北方,传统,甜点","2023-10-27 11:22:00","2023-10-27 11:22:00"
84,1,"凤梨酥","酥皮包裹凤梨馅，台湾知名伴手礼","https://placehold.co/100x100/FFEFD5/FFA500?text=凤梨酥","180/个",False,False,True,False,False,"点心,台湾,特产,甜点","2023-10-27 11:23:00","2023-10-27 11:23:00"
85,1,"芋圆","芋头、红薯等制成小圆子，搭配仙草、红豆等，台式甜品","https://placehold.co/100x100/E6E6FA/800080?text=芋圆","300/碗",False,False,True,False,True,"甜品,台式,下午茶,夏季","2023-10-27 11:24:00","2023-10-27 11:24:00"
86,1,"冰粉","透明凉粉，配红糖水、坚果碎、水果等，夏季解暑圣品","https://placehold.co/100x100/ADD8E6/FF4500?text=冰粉","120/碗",False,False,True,False,True,"甜品,川渝,夏季,小吃","2023-10-27 11:25:00","2023-10-27 11:25:00"
87,1,"提拉米苏","咖啡酒、手指饼干、马斯卡彭奶酪等制成的意大利甜点","https://placehold.co/100x100/D2B48C/654321?text=提拉米苏",350,False,False,True,False,False,"甜点,西式,下午茶,经典","2023-10-27 11:26:00","2023-10-27 11:26:00"
88,1,"芝士蛋糕","以奶油奶酪为主要原料的烘焙或免烤蛋糕","https://placehold.co/100x100/FFFACD/FFA500?text=芝士蛋糕",400,False,False,True,False,False,"甜点,西式,下午茶,浓郁","2023-10-27 11:27:00","2023-10-27 11:27:00"
89,1,"冰淇淋","牛奶、奶油、糖等冷冻制成，口味多样","https://placehold.co/100x100/FFC0CB/FF69B4?text=冰淇淋","200/球",False,False,True,False,True,"甜点,冷饮,夏季,零食","2023-10-27 11:28:00","2023-10-27 11:28:00"
90,1,"薯条","土豆切条油炸，蘸番茄酱食用","https://placehold.co/100x100/FFD700/FF0000?text=薯条",300,False,True,True,False,True,"小吃,西式,快餐,油炸","2023-10-27 11:29:00","2023-10-27 11:29:00"
91,1,"爆米花","玉米粒加热爆开，可甜可咸","https://placehold.co/100x100/FFFFE0/DAA520?text=爆米花","150/小份",False,False,True,False,True,"零食,电影伴侣,休闲","2023-10-27 11:30:00","2023-10-27 11:30:00"
92,1,"关东煮","多种食材在日式高汤中炖煮，冬季暖身小吃","https://placehold.co/100x100/FFE4B5/8B4513?text=关东煮","200-400",False,True,True,True,True,"小吃,日式,冬季,方便","2023-10-27 11:31:00","2023-10-27 11:31:00"
93,1,"螺蛳粉","具有特殊气味的广西柳州特色米粉","https://placehold.co/100x100/F4A460/800000?text=螺蛳粉",450,False,True,False,True,True,"面食,广西小吃,特色,重口味","2023-10-27 11:32:00","2023-10-27 11:32:00"
94,1,"过桥米线","汤头、肉片、蔬菜、米线分开上，食用前混合，云南特色","https://placehold.co/100x100/FFFFF0/CD853F?text=过桥米线",550,False,True,False,True,False,"面食,云南小吃,特色,汤鲜","2023-10-27 11:33:00","2023-10-27 11:33:00"
95,1,"东坡肉","五花肉块经焯水、油炸、炖煮而成，肥而不腻，苏式名菜","https://placehold.co/100x100/A52A2A/FFE4C4?text=东坡肉",600,False,True,False,True,False,"苏菜,经典,硬菜,宴席","2023-10-27 11:34:00","2023-10-27 11:34:00"
96,1,"西湖醋鱼","草鱼或鳊鱼烹制，淋上糖醋芡汁，杭州名菜","https://placehold.co/100x100/ADD8E6/A52A2A?text=西湖醋鱼",300,False,True,False,True,False,"浙菜,经典,河鲜,酸甜","2023-10-27 11:35:00","2023-10-27 11:35:00"
97,1,"酸汤肥牛","肥牛片与金针菇等配菜，用酸汤烹制，开胃下饭","https://placehold.co/100x100/FFD700/DC143C?text=酸汤肥牛",400,False,True,False,True,False,"家常菜,开胃,下饭,酸辣","2023-10-27 11:36:00","2023-10-27 11:36:00"
98,1,"双皮奶","顺德特色甜品，奶香浓郁嫩滑","https://placehold.co/100x100/FFFAF0/D2B48C?text=双皮奶",180,False,False,True,False,True,"甜点,粤式,顺德,乳制品","2023-10-27 11:37:00","2023-10-27 11:37:00"
99,1,"杏仁豆腐","杏仁露与凝固剂制成，口感滑嫩，清甜爽口","https://placehold.co/100x100/FFF5EE/FFA500?text=杏仁豆腐",150,False,False,True,False,True,"甜点,中式,夏季,素食","2023-10-27 11:38:00","2023-10-27 11:38:00"
100,1,"烧饼","烤制面饼，可夹肉或菜，北方常见面食","https://placehold.co/100x100/F5DEB3/8B4513?text=烧饼","200/个",True,True,False,False,False,"面点,早餐,北方菜,主食","2023-10-27 11:39:00","2023-10-27 11:39:00"
